gml,vert1,vert2,weight,query,seed,max-bc,max-error,time-proposed,time-brandes,updated-path-pairs,updated-deps-pairs,updated-bc-verts,changed-bc-verts
data/road/road-oka-integer-distance.gml,2496997402,2496997412,80,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.615870e-01,2.252471e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,2496997402,2496997419,58,insert,0,1.6071047799840885e-01,6.9388939039072284e-18,2.392179e+00,2.251922e+02,90884,772930,6264,11497
data/road/road-oka-integer-distance.gml,2496997393,2496997391,46,insert,0,1.6071041423161764e-01,1.3877787807814457e-17,3.896401e+00,2.258995e+02,611654,1036052,7148,11497
data/road/road-oka-integer-distance.gml,2496997434,2496997413,37,insert,0,1.6078960794372968e-01,6.9388939039072284e-18,3.871832e+00,2.263963e+02,218058,1537164,8083,11497
data/road/road-oka-integer-distance.gml,2496997434,2496997419,22,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,4.190503e+00,2.264541e+02,471216,1348797,8078,11497
data/road/road-oka-integer-distance.gml,2496997434,2496997425,84,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.315388e+00,2.251743e+02,401050,940176,5968,11497
data/road/road-oka-integer-distance.gml,2496997434,2496997421,45,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.623645e+00,2.349348e+02,415202,1004358,6267,11497
data/road/road-oka-integer-distance.gml,2496997434,2496997427,97,insert,0,1.6071041873762218e-01,1.3877787807814457e-17,3.345176e+00,2.258863e+02,395664,915509,5808,11497
data/road/road-oka-integer-distance.gml,2496997434,4656736291,42,insert,0,1.6071033762954087e-01,6.9388939039072284e-18,3.649833e+00,2.246645e+02,520744,1028641,4507,11497
data/road/road-oka-integer-distance.gml,1786790589,1851169408,21,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.596430e-01,2.252426e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,1786790589,1922998939,56,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.360976e+00,2.249223e+02,12256,256755,2921,11497
data/road/road-oka-integer-distance.gml,1786790589,5110690408,71,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.744960e+00,2.250663e+02,33650,1006088,9169,11497
data/road/road-oka-integer-distance.gml,1786790589,1922998784,72,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.379072e+00,2.270696e+02,95186,709278,6832,11497
data/road/road-oka-integer-distance.gml,1851169408,1922998939,69,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.758410e+00,2.271458e+02,1059868,622710,5174,11497
data/road/road-oka-integer-distance.gml,1851169408,4349798974,35,insert,0,1.6071125277272427e-01,6.9388939039072284e-18,8.292545e+00,2.345076e+02,2921152,1195757,9730,11497
data/road/road-oka-integer-distance.gml,1851169408,4349798976,73,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.158743e+00,2.253135e+02,9854,116921,1894,11497
data/road/road-oka-integer-distance.gml,1922998939,1851169396,78,insert,0,1.6071039170159507e-01,6.9388939039072284e-18,2.473223e+00,2.246961e+02,483706,474123,3631,11497
data/road/road-oka-integer-distance.gml,1851169408,5110690408,64,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.582618e+00,2.246181e+02,36306,913053,8219,11497
data/road/road-oka-integer-distance.gml,1922998939,1851169497,91,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.280446e+00,2.254916e+02,123260,648013,6206,11497
data/road/road-oka-integer-distance.gml,1922998939,4349798974,85,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.613170e+00,2.240803e+02,33418,350205,3025,11497
data/road/road-oka-integer-distance.gml,1922998939,4349798977,88,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.657580e-01,2.249220e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,1922998939,4349798966,65,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.446657e+00,2.263601e+02,128832,676766,6618,11497
data/road/road-oka-integer-distance.gml,1922998784,1851169396,51,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.262127e+00,2.343517e+02,38562,156403,2438,11497
data/road/road-oka-integer-distance.gml,1922998784,1851169441,62,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,4.149154e+00,2.261751e+02,682176,1189132,9675,11497
data/road/road-oka-integer-distance.gml,1922998784,1922998707,63,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.933635e+00,2.237841e+02,623838,1096065,9551,11497
data/road/road-oka-integer-distance.gml,1922998784,3875281789,93,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.628750e-01,2.265022e+02,11728,29248,606,11497
data/road/road-oka-integer-distance.gml,5110690408,1851169441,66,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.630239e+00,2.249195e+02,36242,915583,8190,11497
data/road/road-oka-integer-distance.gml,5110690408,4658110342,95,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.223248e+00,2.271666e+02,16316,162780,2448,11497
data/road/road-oka-integer-distance.gml,5110690408,1922998737,61,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.005723e+00,2.232923e+02,10872,32494,767,11497
data/road/road-oka-integer-distance.gml,5110690408,5110690404,97,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.100110e+00,2.289681e+02,21228,665077,6131,11497
data/road/road-oka-integer-distance.gml,1838384903,1922998132,59,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.827520e-01,2.271010e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,1838384903,2498104060,19,insert,0,1.6071041873762218e-01,1.3877787807814457e-17,2.846401e+00,2.246203e+02,80128,1072282,7828,11497
data/road/road-oka-integer-distance.gml,1838384903,2498104053,15,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.880507e+00,2.270959e+02,141572,425141,3371,11497
data/road/road-oka-integer-distance.gml,1922998132,2498104066,61,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.438638e+00,2.251938e+02,31160,258974,2549,11497
data/road/road-oka-integer-distance.gml,1838384903,2498104073,26,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.489663e+00,2.246974e+02,35500,300474,3141,11497
data/road/road-oka-integer-distance.gml,1922998132,2498104073,35,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.512487e+00,2.256551e+02,169604,1316196,9718,11497
data/road/road-oka-integer-distance.gml,1922998132,2498104078,45,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.942066e+00,2.340833e+02,127240,1097801,6639,11497
data/road/road-oka-integer-distance.gml,1922998132,2498104080,87,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.585260e-01,2.260155e+02,14438,22297,440,11497
data/road/road-oka-integer-distance.gml,1922998132,4656736391,61,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.759067e+00,2.283910e+02,93362,939372,6611,11497
data/road/road-oka-integer-distance.gml,2498104053,1922998059,87,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.503702e+00,2.245325e+02,20054,339228,2926,11497
data/road/road-oka-integer-distance.gml,2498104060,1838384905,20,insert,0,1.6071045690613101e-01,6.9388939039072284e-18,3.497894e+00,2.249082e+02,217508,1285852,9276,11497
data/road/road-oka-integer-distance.gml,2498104053,1838384905,16,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.034535e+00,2.262232e+02,24978,33473,564,11497
data/road/road-oka-integer-distance.gml,2498104060,2498104051,16,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.982160e+00,2.272541e+02,121296,481880,3579,11497
data/road/road-oka-integer-distance.gml,2498104060,2498104068,16,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.138860e-01,2.259247e+02,1984,3066,134,11497
data/road/road-oka-integer-distance.gml,2498104073,1922997976,82,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.289170e-01,2.268739e+02,1992,4976,163,11497
data/road/road-oka-integer-distance.gml,2498104073,1922997978,60,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.848088e+00,2.272487e+02,57626,489579,3785,11497
data/road/road-oka-integer-distance.gml,2498104073,1922998133,83,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.441141e+00,2.361927e+02,15108,292349,2523,11497
data/road/road-oka-integer-distance.gml,1838384906,2498104034,46,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.876855e+00,2.301537e+02,82688,433594,3218,11497
data/road/road-oka-integer-distance.gml,1838384905,2498104036,95,insert,0,1.6071045929166283e-01,6.9388939039072284e-18,4.006199e+00,2.306049e+02,265938,1515469,9757,11497
data/road/road-oka-integer-distance.gml,1838384906,2498104047,96,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.454870e-01,2.312127e+02,5390,24629,498,11497
data/road/road-oka-integer-distance.gml,1838384906,4758860957,82,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.725855e+00,2.303102e+02,81686,397566,3211,11497
data/road/road-oka-integer-distance.gml,1838384906,2498104049,96,insert,0,1.6071045929166283e-01,6.9388939039072284e-18,4.781911e+00,2.313095e+02,408998,1734426,9900,11497
data/road/road-oka-integer-distance.gml,1838384906,4758860959,22,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.780863e+00,2.312975e+02,83032,433629,3195,11497
data/road/road-oka-integer-distance.gml,2498104034,1922997491,65,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.530325e+00,2.320795e+02,240214,1332598,7352,11497
data/road/road-oka-integer-distance.gml,2498104034,4758860956,38,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.541705e+00,2.312608e+02,119860,819858,6236,11497
data/road/road-oka-integer-distance.gml,2498104047,1922997978,56,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.019003e+00,2.263096e+02,10692,23602,469,11497
data/road/road-oka-integer-distance.gml,2498104047,1922997979,16,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,4.298242e+00,2.264992e+02,264968,1648945,11262,11497
data/road/road-oka-integer-distance.gml,2498104049,1922997979,20,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.737210e-01,2.281467e+02,26574,30305,567,11497
data/road/road-oka-integer-distance.gml,2498104034,4758862508,27,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.343742e+00,2.331612e+02,38962,829721,5938,11497
data/road/road-oka-integer-distance.gml,2498104049,2498104062,16,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.288150e+00,2.256977e+02,181256,1212527,8961,11497
data/road/road-oka-integer-distance.gml,4758860957,1922997491,29,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.557640e+00,2.262656e+02,240706,1342354,7353,11497
data/road/road-oka-integer-distance.gml,4758860957,1922997674,37,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.218172e+00,2.265350e+02,13732,787570,5613,11497
data/road/road-oka-integer-distance.gml,4758860957,2498104026,28,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.688353e+00,2.278233e+02,127294,836289,6294,11497
data/road/road-oka-integer-distance.gml,4758860959,1922997491,91,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.494305e+00,2.254863e+02,239438,1306569,7312,11497
data/road/road-oka-integer-distance.gml,4758860959,1922997674,28,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.418835e+00,2.247170e+02,119548,777100,5965,11497
data/road/road-oka-integer-distance.gml,1838384907,2498104087,16,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,4.667061e+00,2.245808e+02,391856,1684862,11822,11497
data/road/road-oka-integer-distance.gml,1838384907,2498104093,20,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.211820e-01,2.251605e+02,10458,15305,292,11497
data/road/road-oka-integer-distance.gml,1838384907,2498104110,15,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.893505e+00,2.253758e+02,75966,1053730,9319,11497
data/road/road-oka-integer-distance.gml,1838384907,2498104115,19,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.853570e-01,2.260661e+02,1566,3136,128,11497
data/road/road-oka-integer-distance.gml,2498104087,1922998290,64,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.885263e+00,2.260367e+02,223594,1502042,10280,11497
data/road/road-oka-integer-distance.gml,2498104087,1922998292,18,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.862700e-01,2.354688e+02,11996,16769,340,11497
data/road/road-oka-integer-distance.gml,2498104087,4656736408,39,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.096300e-01,2.241337e+02,6896,10025,273,11497
data/road/road-oka-integer-distance.gml,2498104087,4623561553,62,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.034500e-01,2.266052e+02,6168,8167,241,11497
data/road/road-oka-integer-distance.gml,2498104093,1922998263,56,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.369562e+00,2.259745e+02,208330,1182679,9609,11497
data/road/road-oka-integer-distance.gml,2498104093,1922998292,21,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.457071e+00,2.260325e+02,261040,1175510,9610,11497
data/road/road-oka-integer-distance.gml,2498104093,1922998336,14,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.608528e+00,2.254518e+02,324124,1190054,9559,11497
data/road/road-oka-integer-distance.gml,2498104093,2498104078,98,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.423130e-01,2.269618e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,2498104093,4758862510,83,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.044224e+00,2.258563e+02,139336,523980,3620,11497
data/road/road-oka-integer-distance.gml,2498104110,2498104122,97,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.316522e+00,2.297373e+02,232140,594933,3873,11497
data/road/road-oka-integer-distance.gml,2498104110,4656736408,36,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.769011e+00,2.252118e+02,141356,317492,3241,11497
data/road/road-oka-integer-distance.gml,2498104115,2498104122,99,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.577131e+00,2.268343e+02,72898,293609,2960,11497
data/road/road-oka-integer-distance.gml,1851168767,2496997305,43,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.840217e+00,2.248483e+02,340888,1431998,8754,11497
data/road/road-oka-integer-distance.gml,2496997305,2496997300,32,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.114068e+00,2.251772e+02,58650,1318006,8201,11497
data/road/road-oka-integer-distance.gml,1851168798,1922997559,64,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.980670e-01,2.266792e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,1851168798,4758860956,94,insert,0,1.6071044577364929e-01,6.9388939039072284e-18,2.572731e+00,2.335927e+02,73534,883371,7063,11497
data/road/road-oka-integer-distance.gml,1851168798,4758862508,97,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.370403e+00,2.261243e+02,12346,256419,2299,11497
data/road/road-oka-integer-distance.gml,1922997559,4758860956,91,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.784598e+00,2.274289e+02,67052,430130,3682,11497
data/road/road-oka-integer-distance.gml,4656736392,1851168819,56,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.276310e-01,2.251369e+02,4088,16927,584,11497
data/road/road-oka-integer-distance.gml,1851168810,4656736392,93,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.409430e-01,2.253578e+02,7712,27631,656,11497
data/road/road-oka-integer-distance.gml,4758860956,1922997497,26,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.067018e+00,2.273845e+02,12282,679833,4456,11497
data/road/road-oka-integer-distance.gml,4656736392,1851168860,47,insert,0,1.6071045929166283e-01,6.9388939039072284e-18,4.584666e+00,2.243600e+02,744474,1358726,8648,11497
data/road/road-oka-integer-distance.gml,4656736392,2498104051,57,insert,0,1.6071045929166283e-01,6.9388939039072284e-18,4.083346e+00,2.277182e+02,281352,1498840,9440,11497
data/road/road-oka-integer-distance.gml,1851168819,1851168860,40,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.759440e-01,2.263757e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,4656736392,2498104068,59,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.541848e+00,2.320779e+02,122272,1338295,9771,11497
data/road/road-oka-integer-distance.gml,1851168860,1922997941,75,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.247413e+00,2.281519e+02,13172,188002,2161,11497
data/road/road-oka-integer-distance.gml,1851168840,1922997941,71,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.265335e+00,2.244762e+02,13160,186560,2144,11497
data/road/road-oka-integer-distance.gml,1851168902,4656736393,49,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.540297e+00,2.244532e+02,47490,1546506,10258,11498
data/road/road-oka-integer-distance.gml,1922997941,4656736371,83,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,4.077939e+00,2.259112e+02,512972,1335804,5543,11498
data/road/road-oka-integer-distance.gml,4656736393,4758862509,64,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.949219e+00,2.255019e+02,23728,1201309,8661,11498
data/road/road-oka-integer-distance.gml,1851168913,4656736329,82,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.346946e+00,2.267580e+02,19932,209085,2443,11497
data/road/road-oka-integer-distance.gml,1851168913,5981345485,70,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.693027e+00,2.262957e+02,19466,1008048,8246,11497
data/road/road-oka-integer-distance.gml,4656736329,1851168923,64,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.374044e+00,2.343578e+02,19304,198047,2215,11497
data/road/road-oka-integer-distance.gml,4656736329,1851168952,66,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.954549e+00,2.269492e+02,124582,1076455,8455,11497
data/road/road-oka-integer-distance.gml,4656736329,4656736327,58,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.771800e-01,2.236260e+02,382,3594,211,11497
data/road/road-oka-integer-distance.gml,4656736329,4656736325,67,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.091280e+00,2.255386e+02,127212,1125830,9626,11497
data/road/road-oka-integer-distance.gml,4656736329,5981331884,52,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.277910e+00,2.256419e+02,9984,190911,2038,11497
data/road/road-oka-integer-distance.gml,4656736329,5981345485,16,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.270940e+00,2.245812e+02,28358,1340761,10902,11498
data/road/road-oka-integer-distance.gml,5981345485,1851168923,60,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.241473e+00,2.242253e+02,23320,1337222,11327,11497
data/road/road-oka-integer-distance.gml,5981345485,4656736328,62,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.206653e+00,2.263858e+02,86256,1222450,9549,11498
data/road/road-oka-integer-distance.gml,5981345485,5981331883,61,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.266582e+00,2.353869e+02,4562,176927,2033,11497
data/road/road-oka-integer-distance.gml,1851168923,5981331884,69,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,5.536932e+00,2.288183e+02,734486,1717862,7957,11497
data/road/road-oka-integer-distance.gml,5981331884,2498104094,62,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.961636e+00,2.246649e+02,407180,1258611,9605,11497
data/road/road-oka-integer-distance.gml,1851168952,4656736326,63,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.259242e+00,2.253938e+02,9516,180869,1986,11497
data/road/road-oka-integer-distance.gml,5981331884,4656736328,79,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,6.263929e+00,2.276581e+02,787414,2008691,8168,11497
data/road/road-oka-integer-distance.gml,4656736326,3875281788,98,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,5.561202e+00,2.253333e+02,880498,1778838,9843,11497
data/road/road-oka-integer-distance.gml,4656736326,4623561544,79,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.131539e+00,2.261899e+02,148156,551384,3875,11497
data/road/road-oka-integer-distance.gml,4656736326,4656736324,70,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,5.814192e+00,2.286552e+02,774024,1874353,9739,11497
data/road/road-oka-integer-distance.gml,1851169088,4623561548,41,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,8.663440e-01,2.276599e+02,0,0,0,11497
data/road/road-oka-integer-distance.gml,4656736326,4656736328,69,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.242443e+00,2.355911e+02,9676,184001,2143,11497
data/road/road-oka-integer-distance.gml,4623561548,4623561537,16,insert,0,1.6071050209870574e-01,6.9388939039072284e-18,3.398752e+00,2.257248e+02,284502,1212722,8859,11497
data/road/road-oka-integer-distance.gml,4623561548,4623561538,8,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.008303e+00,2.257296e+02,156166,418345,3014,11497
data/road/road-oka-integer-distance.gml,1922998810,4655254161,75,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.106618e+00,2.255718e+02,61266,80785,758,11497
data/road/road-oka-integer-distance.gml,1851169137,1922998810,59,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,5.106706e+00,2.271616e+02,1084918,1181202,4260,11497
data/road/road-oka-integer-distance.gml,1922998810,4349798985,88,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.163440e-01,2.329585e+02,126,402,40,11497
data/road/road-oka-integer-distance.gml,1922998810,4655254164,86,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.199700e+00,2.265305e+02,83752,118177,805,11497
data/road/road-oka-integer-distance.gml,1851169169,1922998815,74,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,1.700660e+00,2.288752e+02,106746,367331,2684,11497
data/road/road-oka-integer-distance.gml,1922998815,1851169203,91,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,7.666334e+00,2.287242e+02,1767494,2088650,5116,11497
data/road/road-oka-integer-distance.gml,1851169203,1922998817,63,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,6.340635e+00,2.254808e+02,1694574,1404575,4966,11497
data/road/road-oka-integer-distance.gml,1851169203,4656736314,58,insert,0,1.6071041873762218e-01,6.0715321659188248e-18,5.937283e+00,2.266248e+02,1250088,1661825,5207,11498
data/road/road-oka-integer-distance.gml,1851169203,4658287419,94,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.547585e+00,2.255466e+02,620946,946398,2996,11497
data/road/road-oka-integer-distance.gml,4656736314,1851169243,85,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,2.599009e+00,2.272307e+02,37304,950976,8247,11498
data/road/road-oka-integer-distance.gml,4656736314,1922998597,79,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,9.260080e-01,2.259131e+02,918,14621,383,11497
data/road/road-oka-integer-distance.gml,4656736314,1922998594,53,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.338057e+00,2.338054e+02,237638,1128381,8550,11498
data/road/road-oka-integer-distance.gml,4656736314,4656736322,38,insert,0,1.6071041873762218e-01,6.9388939039072284e-18,3.502899e+00,2.288286e+02,675908,868665,5115,11498
